Phrase_ID	YUA	ES	Communicative_Context
YUAES0006597	Ti' wáaj k taali'	Somos de allá?	COMMC0014
YUAES0006598	Ti' wáaj in taalo'oni'	Somos de allá?	COMMC0014
YUAES0006599	Ti' wáaj a taale'exi'	Ustedes son de allá?	COMMC0014
YUAES0006600	Ti' wáaj a taalo'obi'	Ellos son de allá?	COMMC0014
YUAES0006601	Mérida in taal	Soy de Mérida	COMMC0014
YUAES0006602	Mérida a taal	Eres de Mérida	COMMC0014
YUAES0006603	Mérida u taal	Él es de Mérida	COMMC0014
YUAES0006604	Mérida k taal	Somos de Mérida	COMMC0014
YUAES0006605	Mérida in taalo'on	Somos de Mérida	COMMC0014
YUAES0006606	Mérida a taale'ex	Ustedes son de Mérida	COMMC0014
YUAES0006607	Mérida u taalo'ob	Ellos son de Mérida	COMMC0014
YUAES0006608	Tene' Mérida in taal	Yo soy de Mérida	COMMC0014
YUAES0006609	Teche' Mérida a taal	Tú eres de Mérida	COMMC0014
YUAES0006610	Leti'e' Mérida u taal	Él es de Mérida	COMMC0014
YUAES0006611	To'one' Mérida k taal	Nosotros somos de Mérida	COMMC0014
YUAES0006612	To'one' Mérida in taalo'on	Nosotros somos de Mérida	COMMC0014
YUAES0006613	Te'exe' Mérida a taale'ex	Ustedes son de Mérida	COMMC0014
YUAES0006614	Leti'obe' Mérida u taalo'ob	Ellos son de Mérida	COMMC0014
YUAES0006615	Mérida in taal teen	Yo soy de Mérida	COMMC0014
YUAES0006616	Mérida a taal teech	Tú eres de Mérida	COMMC0014
YUAES0006617	Mérida u taal leti'	Él es de Mérida	COMMC0014
YUAES0006618	Mérida k taal to'on	Nosotros somos de Mérida	COMMC0014
YUAES0006619	Mérida in taalo'on to'on	Nosotros somos de Mérida	COMMC0014
YUAES0006620	Mérida a taale'ex te'ex	Ustedes son de Mérida	COMMC0014
YUAES0006621	Mérida u taalo'ob leti'ob	Ellos son de Mérida	COMMC0014
YUAES0006622	Tu'ux túun in taal teen	Y yo de dónde soy?	COMMC0014
YUAES0006623	Tu'ux túun a taal teech	Y tú de dónde eres?	COMMC0014
YUAES0006624	Tu'ux túun u taal leti'	Y él de dónde es?	COMMC0014
YUAES0006625	Tu'ux túun k taal leti'	Y nosotros de dónde somos?	COMMC0014
YUAES0006626	Tu'ux túun in taalo'on to'on	Y nosotros de dónde somos?	COMMC0014
YUAES0006627	Tu'ux túun a taale'ex te'ex	Y ustedes de dónde son?	COMMC0014
YUAES0006628	Tu'ux túun u taalo'ob leti'ob	Y ellos de dónde son?	COMMC0014
YUAES0006629	A wojel wáaj tu'ux in taal	Sabes de dónde soy?	COMMC0014
YUAES0006630	A wojel wáaj tu'ux a taal	Sabes de dónde eres?	COMMC0014
YUAES0006631	A wojel wáaj tu'ux u taal	Sabes de dónde es?	COMMC0014
YUAES0006632	A wojel wáaj tu'ux k taal	Sabes de dónde somos?	COMMC0014
YUAES0006633	A wojel wáaj tu'ux in taalo'on	Sabes de dónde somos?	COMMC0014
YUAES0006634	A wojel wáaj tu'ux a taale'ex	Sabes de dónde son ustedes?	COMMC0014
YUAES0006635	A wojel wáaj tu'ux u taalo'ob	Sabes de dónde son ellos?	COMMC0014
YUAES0006636	Ma' in wojel tu'ux in taali'	No sé de dónde soy	COMMC0014
YUAES0006637	Ma' in wojel tu'ux a taali'	No sé de dónde eres	COMMC0014
YUAES0006638	Ma' in wojel tu'ux u taali'	No sé de dónde es él	COMMC0014
YUAES0006639	Ma' in wojel tu'ux k taali'	No sé de dónde somos	COMMC0014
YUAES0006640	Ma' in wojel tu'ux in taalo'oni'	No sé de dónde somos	COMMC0014
YUAES0006641	Ma' in wojel tu'ux a taale'exi'	No sé de dónde son ustedes	COMMC0014
YUAES0006642	Ma' in wojel tu'ux u taalo'obi'	No sé de dónde son ellos	COMMC0014
YUAES0006643	Ma' a wojel tu'ux u taali'	No sabes de dónde es	COMMC0014
YUAES0006644	Ma' u yojel tu'ux u taali'	No sabe de dónde es él	COMMC0014
YUAES0006645	Ma' k ojel tu'ux u taali'	No sabemos de dónde es	COMMC0014
YUAES0006646	Ma' in wojelo'on tu'ux u taali'	No sabemos de dónde es	COMMC0014
YUAES0006647	Ma' a wojele'ex tu'ux u taali'	No saben ustedes de dónde es	COMMC0014
YUAES0006648	Ma' u yojelo'ob tu'ux u taali'	Ellos no saben de dónde es	COMMC0014
YUAES0006649	Ma' wáaj ti' in taali'	No soy de allá?	COMMC0014
YUAES0006650	Ma' wáaj ti' a taali'	No eres de allá?	COMMC0014
YUAES0006651	Ma' wáaj ti' u taali'	Él no es de allá?	COMMC0014
YUAES0006652	Ma' wáaj ti' k taali'	No somos de allá?	COMMC0014
YUAES0006653	Ma' wáaj ti' in taalo'oni'	No somos de allá?	COMMC0014
YUAES0006654	Ma' wáaj ti' a taale'exi'	Ustedes no son de allá?	COMMC0014
YUAES0006655	Ma' wáaj ti' u taalo'obi'	Ellos no son de allá?	COMMC0014
YUAES0006656	Tene' ma' ti' in taali'	Yo no soy de allá	COMMC0014
YUAES0006657	Teche' ma' ti' a taali'	Tú no eres de allá	COMMC0014
YUAES0006658	Leti'e' ma' ti' u taali'	Él no es de allá	COMMC0014
YUAES0006659	To'one' ma' ti' k taali'	Nosotros no somos de allá	COMMC0014
YUAES0006660	To'one' ma' ti' in taalo'oni'	Nosotros no somos de allá	COMMC0014
YUAES0006661	Te'exe' ma' ti' a taale'exi'	Ustedes no somos de allá	COMMC0014
YUAES0006662	Leti'obe' ma' ti' u taalo'obi'	Ellos no son de allá	COMMC0014
YUAES0006663	Tu'ux u taal in maama	De dónde es mi mamá?	COMMC0014
YUAES0006664	Tu'ux u taal a maama	De dónde es tu mamá?	COMMC0014
YUAES0006665	Tu'ux u taal u maama	De dónde es su mamá?	COMMC0014
YUAES0006666	Tu'ux u taal k maama	De dónde es nuestra mamá?	COMMC0014
YUAES0006667	Tu'ux u taal in maama'on	De dónde es nuestra mamá?	COMMC0014
YUAES0006668	Tu'ux u taal a maama'ex	De dónde es su mamá de ustedes?	COMMC0014
YUAES0006669	Tu'ux u taal u maama'ob	De dónde es su mamá de ellos?	COMMC0014
YUAES0006670	Tu'ux u taal in kiik	De dónde es mi hermana?	COMMC0014
YUAES0006671	Tu'ux u taal a kiik	De dónde es tu hermana?	COMMC0014
YUAES0006672	Tu'ux u taal u kiik	De dónde es su hermana?	COMMC0014
YUAES0006673	Tu'ux u taal k kiik	De dónde es nuestra hermana?	COMMC0014
YUAES0006674	Tu'ux u taal in kiiko'on	De dónde es nuestra hermana?	COMMC0014
YUAES0006675	Tu'ux u taal a kiike'ex	De dónde es su hermana de ustedes?	COMMC0014
YUAES0006676	Tu'ux u taal u kiiko'ob	De dónde es su hermana de ellos?	COMMC0014
YUAES0006677	Taalen te' k'íiwiko'	Vine del parque	COMMC0014
YUAES0006678	Taalech te' k'íiwiko'	Veniste del parque	COMMC0014
YUAES0006679	Taalj te' k'íiwiko'	Vino él del parque	COMMC0014
YUAES0006680	Taalo'on te' k'íiwiko'	Venimos del parque	COMMC0014
YUAES0006681	Taale'ex te' k'íiwiko'	Vinieron ustedes del parque	COMMC0014
YUAES0006682	Taalo'ob te' k'íiwiko'	Ellos vinieron del parque	COMMC0014
YUAES0006683	Jats'uts wáaj tu'ux in taal	De donde vengo es bonito?	COMMC0014
YUAES0006684	Jats'uts wáaj tu'ux a taal	De donde vienes es bonito?	COMMC0014
YUAES0006685	Jats'uts wáaj tu'ux u taal	De donde viene él es bonito?	COMMC0014
YUAES0006686	Jats'uts wáaj tu'ux k taal	De donde venimos es bonito?	COMMC0014
YUAES0006687	Jats'uts wáaj tu'ux in taalo'on	De donde venimos es bonito?	COMMC0014
YUAES0006688	Jats'uts wáaj tu'ux a taale'ex	De donde vienen ustedes es bonito?	COMMC0014
YUAES0006689	Jats'uts wáaj tu'ux u taalo'ob	De donde vienen ellos es bonito?	COMMC0014
YUAES0006690	Ma' jats'uts tu'ux in taali'	De donde vengo no es bonito	COMMC0014
YUAES0006691	Ma' jats'uts tu'ux a taali'	De donde vienes no es bonito	COMMC0014
YUAES0006692	Ma' jats'uts tu'ux u taali'	De donde viene él no es bonito	COMMC0014
YUAES0006693	Ma' jats'uts tu'ux k taali'	De donde viene él no es bonito	COMMC0014
YUAES0006694	Ma' jats'uts tu'ux in taalo'oni'	De donde venimos no es bonito	COMMC0014
YUAES0006695	Ma' jats'uts tu'ux a taale'exi'	De donde vienen ustedes no es bonito	COMMC0014
YUAES0006696	Ma' jats'uts tu'ux u taalo'obi'	De donde vienen ellos no es bonito	COMMC0014
YUAES0006697	Tene' jats'uts wáaj tu'ux in taal	De donde yo vengo es bonito?	COMMC0014
YUAES0006698	Teche' jats'uts wáaj tu'ux a taal	De donde tú vienes es bonito?	COMMC0014
YUAES0006699	Leti'e' jats'uts wáaj tu'ux u taal	De donde él viene es bonito?	COMMC0014
YUAES0006700	To'one' jats'uts wáaj tu'ux k taal	De donde nosotros venimos es bonito?	COMMC0014
YUAES0006701	To'one' jats'uts wáaj tu'ux in taalo'on	De donde nosotros venimos es bonito?	COMMC0014
YUAES0006702	Te'exe' jats'uts wáaj tu'ux a taale'ex	De donde vienen ustedes es bonito?	COMMC0014
YUAES0006703	Leti'obe' jats'uts wáaj tu'ux u taalo'ob	De donde vienen ellos es bonito?	COMMC0014
YUAES0006704	Tu'ux u taal in suku'un	De dónde viene mi hermano?	COMMC0014
YUAES0006705	Tu'ux u taal a suku'un	De dónde viene tu hermano?	COMMC0014
YUAES0006706	Tu'ux u taal u suku'un	De dónde viene su hermano?	COMMC0014
YUAES0006707	Tu'ux u taal k suku'un	De dónde viene nuestro hermano?	COMMC0014
YUAES0006708	Tu'ux u taal in suku'uno'on	De dónde viene nuestro hermano?	COMMC0014
YUAES0006709	Tu'ux u taal a suku'une'ex	De dónde viene su hermano de ustedes?	COMMC0014
YUAES0006710	Tu'ux u taal u suku'uno'ob	De dónde viene su hermano de ellos	COMMC0014
YUAES0006711	Tu'ux u taal in wíits'in	De dónde viene mi hermanito?	COMMC0014
YUAES0006712	Tu'ux u taal a wíits'in	De dónde viene tu hermanito?	COMMC0014
YUAES0006713	Tu'ux u taal u yíits'in	De dónde viene su hermanito?	COMMC0014
YUAES0006714	Tu'ux u taal k íits'in	De dónde viene nuestro hermanito?	COMMC0014
YUAES0006715	Tu'ux u taal in wíits'ino'on	De dónde viene nuestro hermanito?	COMMC0014
YUAES0006716	Tu'ux u taal a wíits'ine'ex	De dónde viene su hermanito de ustedes?	COMMC0014
YUAES0006717	Tu'ux u taal u yíits'ino'ob	De dónde viene su hermanito de ellos	COMMC0014
YUAES0006718	Ti' u taal a kiiki'	De allí viene tu hermana	COMMC0014
YUAES0006719	Ti' u taal a suku'uni'	De allí viene tu hermano	COMMC0014
YUAES0006720	Ti' u taal a wíits'ini'	De allí viene tu hermanito	COMMC0014
YUAES0006721	Ti' u taal a maamai'	De allí viene tu mamá	COMMC0014
YUAES0006722	Ti' u taal a nai'	De allí viene tu mamá	COMMC0014
YUAES0006723	Ti' u taal a chiichi'	De allí viene tu abuela	COMMC0014
YUAES0006724	Ti' u taal a yuumi'	De allí viene tu papá	COMMC0014
YUAES0006725	Ti' u taal a nooli'	De allí viene tu abuelo	COMMC0014
YUAES0006726	Ti' u taal a wilibi'	De allí viene tu nuera	COMMC0014
YUAES0006727	Ti' u taal a paali'	De allí viene tu hija	COMMC0014
YUAES0006728	Ti' u taal a wáabili'	De allí viene tu nieto	COMMC0014
YUAES0006729	Ti' u taal a soobi'	De allí viene tu sobrina	COMMC0014
YUAES0006730	Ti' u taal in kiiki'	De allí viene tu hermana	COMMC0014
YUAES0006731	Ti' u taal in suku'uni'	De allí viene tu hermano	COMMC0014
YUAES0006732	Ti' u taal in wíits'ini'	De allí viene tu hermanito	COMMC0014
YUAES0006733	Ti' u taal in maamai'	De allí viene tu mamá	COMMC0014
YUAES0006734	Ti' u taal in nai'	De allí viene tu mamá	COMMC0014
YUAES0006735	Ti' u taal in chiichi'	De allí viene tu abuela	COMMC0014
YUAES0006736	Ti' u taal in yuumi'	De allí viene tu papá	COMMC0014
YUAES0006737	Ti' u taal in nooli'	De allí viene tu abuelo	COMMC0014
YUAES0006738	Ti' u taal in wilibi'	De allí viene tu nuera	COMMC0014
YUAES0006739	Ti' u taal in paali'	De allí viene tu hija	COMMC0014
YUAES0006740	Ti' u taal in wáabili'	De allí viene tu nieto	COMMC0014
YUAES0006741	Ti' u taal in soobi'	De allí viene tu sobrina	COMMC0014
YUAES0006742	Ti' u taal u kiiki'	De allí viene su hermana	COMMC0014
YUAES0006743	Ti' u taal u suku'uni'	De allí viene su hermano	COMMC0014
YUAES0006744	Ti' u taal u wíits'ini'	De allí viene su hermanito	COMMC0014
YUAES0006745	Ti' u taal u maamai'	De allí viene su mamá	COMMC0014
YUAES0006746	Ti' u taal u nai'	De allí viene su mamá	COMMC0014
YUAES0006747	Ti' u taal u chiichi'	De allí viene su abuela	COMMC0014
YUAES0006748	Ti' u taal u yuumi'	De allí viene su papá	COMMC0014
YUAES0006749	Ti' u taal u nooli'	De allí viene su abuelo	COMMC0014
YUAES0006750	Ti' u taal u yilibi'	De allí viene su nuera	COMMC0014
YUAES0006751	Ti' u taal u paali'	De allí viene su hija	COMMC0014
YUAES0006752	Ti' u taal u wáabili'	De allí viene su nieto	COMMC0014
YUAES0006753	Ti' u taal u soobi'	De allí viene su sobrina	COMMC0014
YUAES0006754	Ts'oka'an wáaj in beel	Estoy casado?	COMMC0016
YUAES0006755	Ts'oka'an wáaj a beel	Estás casado?	COMMC0016
YUAES0006756	Ts'oka'an wáaj u beel	Está casado?	COMMC0016
YUAES0006757	Ts'oka'an wáaj k beel	Estamos casados?	COMMC0016
YUAES0006758	Ts'oka'an wáaj in beelo'on	Estamos casados?	COMMC0016
YUAES0006759	Ts'oka'an wáaj a beele'ex	Están casados?	COMMC0016
YUAES0006760	Ts'oka'an wáaj u beelo'ob	Están casados?	COMMC0016
YUAES0006761	Ma' ts'oka'an in beeli'	No estoy casado	COMMC0016
YUAES0006762	Ma' ts'oka'an a beeli'	No estás casado	COMMC0016
YUAES0006763	Ma' ts'oka'an u beeli'	No está casado	COMMC0016
YUAES0006764	Ma' ts'oka'an k beeli'	No estamos casados	COMMC0016
YUAES0006765	Ma' ts'oka'an in beelo'oni'	No estamos casados	COMMC0016
YUAES0006766	Ma' ts'oka'an a beele'exi'	No están casados	COMMC0016
YUAES0006767	Ma' ts'oka'an u beelo'obi'	No están casados	COMMC0016
YUAES0006768	Tene' ts'oka'an wáaj in beel	Yo estoy casado?	COMMC0016
YUAES0006769	Teche' ts'oka'an wáaj a beel	Tú estás casado?	COMMC0016
YUAES0006770	Leti'e' ts'oka'an wáaj u beel	Él está casado?	COMMC0016
YUAES0006771	To'one' ts'oka'an wáaj k beel	Nosotros estamos casados?	COMMC0016
YUAES0006772	To'one' ts'oka'an wáaj in beelo'on	Nosotros estamos casados?	COMMC0016
YUAES0006773	Te'exe' ts'oka'an wáaj a beele'ex	Ustedes están casados?	COMMC0016
YUAES0006774	Leti'obe' ts'oka'an wáaj u beelo'ob	Ellos están casados?	COMMC0016
YUAES0006775	Leti'obe' ts'oka'an wáaj u beelo'ob	Ellas están casadas?	COMMC0016
YUAES0006776	Tene' ma' ts'oka'an in beeli'	Yo no estoy casado	COMMC0016
YUAES0006777	Teche' ma' ts'oka'an a beeli'	Tú no estas casado	COMMC0016
YUAES0006778	Leti'e' ma' ts'oka'an u beeli'	Él no está casado	COMMC0016
YUAES0006779	To'one' ma' ts'oka'an k beeli'	Nosotros no estamos casados	COMMC0016
YUAES0006780	To'one' ma' ts'oka'an in beelo'oni'	Nosotros no estamos casados	COMMC0016
YUAES0006781	Te'exe' ma' ts'oka'an a beele'exi'	Ustedes no estan casados	COMMC0016
YUAES0006782	Leti'obe' ma' ts'oka'an u beelo'obi'	Ellos no están casados	COMMC0016
YUAES0006783	Leti'obe' ma' ts'oka'an u beelo'obi'	Ellas no están casadas	COMMC0016
YUAES0006784	Tene' míin ts'oka'an in beel	Yo a lo mejor estoy casado	COMMC0016
YUAES0006785	Teche' míin ts'oka'an a beel	Tú a lo mejor estás casado	COMMC0016
YUAES0006786	Leti'e' míin ts'oka'an u beel	Él a lo mejor está casado	COMMC0016
YUAES0006787	To'one' míin ts'oka'an k beel	Nosotros a lo mejor estamos casados	COMMC0016
YUAES0006788	To'one' míin ts'oka'an in beelo'on	Nosotros a lo mejor estamos casados	COMMC0016
YUAES0006789	Te'exe' míin ts'oka'an a beele'ex	Ustedes a lo mejor están casados	COMMC0016
YUAES0006790	Leti'obe' míin ts'oka'an u beelo'ob	Ellos a lo mejor están casados	COMMC0016
YUAES0006791	Ma' jaaj wa ts'oka'an in beeli'	No es verdad que esté casado	COMMC0016
YUAES0006792	Ma' jaaj wa ts'oka'an a beeli'	No es verdad que estés casado	COMMC0016
YUAES0006793	Ma' jaaj wa ts'oka'an u beeli'	No es verdad que esté casado	COMMC0016
YUAES0006794	Ma' jaaj wa ts'oka'an k beeli'	No es verdad que estemos casados	COMMC0016
YUAES0006795	Ma' jaaj wa ts'oka'an in beelo'oni'	No es verdad que estemos casados	COMMC0016
YUAES0006796	Ma' jaaj wa ts'oka'an a beele'exi'	No es verdad que estén casados	COMMC0016
YUAES0006797	Ma' jaaj wa ts'oka'an u beelo'obi'	No es verdad que estén casados	COMMC0016
YUAES0006798	Ku ya'alike' ts'oka'an in beel	Dice que estoy casado	COMMC0016
YUAES0006799	Ku ya'alike' ts'oka'an a beel	Dice que estás casado	COMMC0016
YUAES0006800	Ku ya'alike' ts'oka'an u beel	Dice que está casado	COMMC0016
YUAES0006801	Ku ya'alike' ts'oka'an k beel	Dice que estamos casados	COMMC0016
YUAES0006802	Ku ya'alike' ts'oka'an in beelo'on	Dice que estamos casados	COMMC0016
YUAES0006803	Ku ya'alike' ts'oka'an a beele'ex	Dice que están casados	COMMC0016
YUAES0006804	Ku ya'alike' ts'oka'an u beelo'ob	Dice que están casados	COMMC0016
YUAES0006805	Kin wa'alike' ts'oka'an in beel	Digo que estoy casado	COMMC0016
YUAES0006806	Kin wa'alike' ts'oka'an a beel	Digo que estás casado	COMMC0016
YUAES0006807	Kin wa'alike' ts'oka'an u beel	Digo que está casado	COMMC0016
YUAES0006808	Kin wa'alike' ts'oka'an k beel	Digo que estamos casados	COMMC0016
YUAES0006809	Kin wa'alike' ts'oka'an in beelo'on	Digo que estamos casados	COMMC0016
YUAES0006810	Kin wa'alike' ts'oka'an a beele'ex	Digo que están casados	COMMC0016
YUAES0006811	Kin wa'alike' ts'oka'an u beelo'ob	Digo que están casados	COMMC0016
YUAES0006812	Leti' tin wéetele' k jatsmajekbáaj	Él y yo, estamos separados	COMMC0017
YUAES0006813	Tene' in jatsmajimbáaj	Yo estoy separado	COMMC0017
YUAES0006814	Teche' a jatsmajabáaj	Tú estás separado	COMMC0017
YUAES0006815	Leti'e' u jatsmajubáaj	Él está separado	COMMC0017
YUAES0006816	To'one' k jatsmajekbáaj	Nosotros estamos separados	COMMC0017
YUAES0006817	Te'exe' a jatsmajaba'ex	Ustedes están separados	COMMC0017
YUAES0006818	Leti'obe' u jatsmajuba'ob	Ellos están separados	COMMC0017
YUAES0006819	Tu jatsajubáaj ti' teen	Se separó de mí	COMMC0017
YUAES0006820	Tu jatsajubáaj ti' teech	Se separó de tí	COMMC0017
YUAES0006821	Tu jatsajubáaj ti' leti'	Se separó de él	COMMC0017
YUAES0006822	Tu jatsajubáaj ti' to'on	Se separó de nosotras	COMMC0017
YUAES0006823	Tu jatsajubáaj ti' te'ex	Se separó de ustedes	COMMC0017
YUAES0006824	Tu jatsajubáaj ti' leti'ob	Se separó de ellos	COMMC0017
YUAES0006825	Ma' in jatsmajimbáaji'	No estoy separado	COMMC0017
YUAES0006826	Ma' a jatsmajubáaji'	No estás separado	COMMC0017
YUAES0006827	Ma' u jatsmajubáaji'	No está separado	COMMC0017
YUAES0006828	Ma' k jatsmajekbáaji'	No estamos separados	COMMC0017
YUAES0006829	Ma' in jatsmajimbáajo'oni'	No estamos separados	COMMC0017
YUAES0006830	Ma' a jatsmajabáaje'exi'	No están separados	COMMC0017
YUAES0006831	Ma' u jatsmajubáajo'obi'	No están separados	COMMC0017
YUAES0006832	Tene' in jatsmajimbáaj ti' leti'	Yo estoy separada de él	COMMC0017
YUAES0006833	Teche' a jatsmajabáaj ti' leti'	Tú estás separada de él	COMMC0017
YUAES0006834	Leti'e' u jatsmajubáaj ti' leti'	Ella está separada de él	COMMC0017
YUAES0006835	To'one' k jatsmajekbáaj ti' leti'	Nosotras estamos separadas de él	COMMC0017
YUAES0006836	Te'exe' a jatsmajaba'ex ti' leti'	Ustedes están separadas de él	COMMC0017
YUAES0006837	Leti'obe' u jatsmajuba'ob ti' leti'	Ellas están separadas de él	COMMC0017
YUAES0006838	Tene' in jatsmajimbáaj ti' in watan	Yo estoy separado de mi esposa	COMMC0017
YUAES0006839	Teche' a jatsmajabáaj ti' a watan	Tú estás separado de tu esposa	COMMC0017
YUAES0006840	Leti'e' u jatsmajubáaj ti' u yatan	Él está separado de su esposa	COMMC0017
YUAES0006841	To'one' k jatsmajekbáaj ti' k atan	Nosotros estamos separados de nuestras esposas	COMMC0017
YUAES0006842	Te'exe' a jatsmajabáaje'ex ti' a watane'ex	Ustedes están separados de sus esposas	COMMC0017
YUAES0006843	Leti'obe' u jatsmajubáajo'ob ti' u yatano'ob	Ellos están separados de sus esposas	COMMC0017
YUAES0006844	Míin in jatsmajinbáaj ti' leti'	A lo mejor estoy separado de ella	COMMC0017
YUAES0006845	Míin a jatsmajabáaj ti' leti'	A lo mejor estás separado de ella	COMMC0017
YUAES0006846	Míin u jatsmajubáaj ti' leti'	A lo mejor está separado de ella	COMMC0017
YUAES0006847	Míin k jatsmajekbáaj ti' leti'	A lo mejor estamos separados de ella	COMMC0017
YUAES0006848	Míin in jatsmajimbáajo'on ti' leti'	A lo mejor estamos separados de ella	COMMC0017
YUAES0006849	Míin a jatsmajabáaje'ex ti' leti'	A lo mejor están separados de ella	COMMC0017
YUAES0006850	Míin u jatsmajubáajo'ob ti' leti'	A lo mejor están separados de ella	COMMC0017
YUAES0006851	Ma' xaane' tu jatsajubáaj ti' teen	A lo mejor se separó de mí	COMMC0017
YUAES0006852	Ma' xaane' tu jatsajubáaj ti' teech	A lo mejor se separó de ti	COMMC0017
YUAES0006853	Ma' xaane' tu jatsajubáaj ti' leti'	A lo mejor se separó de él	COMMC0017
YUAES0006854	Ma' xaane' tu jatsajubáaj ti' to'on	A lo mejor se separó de nosotros	COMMC0017
YUAES0006855	Ma' xaane' tu jatsajubáaj ti' te'ex	A lo mejor se separó de ustedes	COMMC0017
YUAES0006856	Ma' xaane' tu jatsajubáaj ti' leti'ob	A lo mejor se separó de ellos	COMMC0017
YUAES0006857	Ma' xaane' ma' in jatsmajimbáaji'	A lo mejor no estoy separado	COMMC0017
YUAES0006858	Ma' xaane' ma' a jatsmajabáaji'	A lo mejor no estás separado	COMMC0017
YUAES0006859	Ma' xaane' ma' u jatsmajubáaji'	A lo mejor él no está separado	COMMC0017
YUAES0006860	Ma' xaane' ma' u jatsmajubáaji'	A lo mejor ella no está separado	COMMC0017
YUAES0006861	Ma' xaane' ma' k jatsmajekbáaji'	A lo mejor no estamos separados	COMMC0017
YUAES0006862	Ma' xaane' ma' in jatsmajimbáajo'oni'	A lo mejor no estamos separados	COMMC0017
YUAES0006863	Ma' xaane' ma' a jatsmajabáaje'exi'	A lo mejor ustedes no están separados	COMMC0017
YUAES0006864	Ma' xaane' ma' u jatsmajubáajo'obi'	A lo mejor ellos no están separados	COMMC0017
YUAES0006865	Múul kajakbalen tu yéetel	Vivo con él	COMMC0018
YUAES0006866	Múul kajakbalech tu yéetel	Vives con él	COMMC0018
YUAES0006867	Múul kajakbal tu yéetel	Vive con él	COMMC0018
YUAES0006868	Múul kajakbalo'on tu éetel	Vivimos con él	COMMC0018
YUAES0006869	Múul kajakbal tin wéetelo'on	Vive con nosotros	COMMC0018
YUAES0006870	Múul kajakbale'ex tu yéetel	Viven ustedes con él	COMMC0018
YUAES0006871	Múul kajakbalo'ob tu yéetel	Viven ellos con él	COMMC0018
YUAES0006872	Múul kajakbalen tu yéetel	Vivo con ella	COMMC0018
YUAES0006873	Múul kajakbalech tu yéetel	Vives con ella	COMMC0018
YUAES0006874	Múul kajakbal tu yéetel	Vive con ella	COMMC0018
YUAES0006875	Múul kajakbalo'on tu éetel	Vivimos con ella	COMMC0018
YUAES0006876	Múul kajakbale'ex tu yéetel	Viven ustedes con ella	COMMC0018
YUAES0006877	Múul kajakbalo'ob tu yéetel	Viven ellos con ella	COMMC0018
YUAES0006878	Leti'e' múul kajakbal tin wéetel	Él vive con conmigo	COMMC0018
YUAES0006879	Leti'e' múul kajakbal ta wéetel	Él vive contigo	COMMC0018
YUAES0006880	Leti'e' múul kajakbal tu yéetel	Él vive con ella	COMMC0018
YUAES0006881	Leti'e' múul kajakbal tek éetel	Él vive con nosotros	COMMC0018
YUAES0006882	Leti'e' múul kajakbal tin wéetelo'on	Él vive con nosotros	COMMC0018
YUAES0006883	Leti'e' múul kajakbal ta wéetele'ex	Él vive con ustedes	COMMC0018
YUAES0006884	Leti'e' múul kajakbal tu yéetelo'ob	Él vive con ellas	COMMC0018
YUAES0006885	Leti'e' múul kajakbal tin wéetel	Ella vive con conmigo	COMMC0018
YUAES0006886	Leti'e' múul kajakbal ta wéetel	Ella vive contigo	COMMC0018
YUAES0006887	Leti'e' múul kajakbal tu yéetel	Ella vive con ella	COMMC0018
YUAES0006888	Leti'e' múul kajakbal tek éetel	Ella vive con nosotros	COMMC0018
